# Next line contains the total soma count (includes inactive):
24876
# Next line contains the total number of reported cells (selected_in_node + parents + children). 4 + 0 + 0 = 4.
4
# Next line contains the soma ids reported:
4 40 20839 20940 
# Next line contains the number of cycles:
20000
#Cycle [SomaId(0)_V SomaId(0)_F]...[SomaId(N)_V SomaId(N)_F] 
# Where F is bit flags: 0 = FIRED_STATE_NOTHING; 1 = FIRED_STATE_REGULAR; 2 = FIRED_STATE_FORCED; 4 = FIRED_STATE_BINARY; 8 = FIRED_STATE_SUPPRESSED.
#Cycle 4_V 4_F 40_V 40_F 20839_V 20839_F 20940_V 20940_F 
0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
1 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
2 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
3 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
4 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
5 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
6 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
7 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
8 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
9 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
10 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
11 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
12 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
13 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
14 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
15 -68.800003 0 -70.000000 0 -70.000000 0 -70.000000 0 
16 -61.731201 0 -70.000000 0 -70.000000 0 -70.000000 0 
17 -55.650379 0 -70.000000 0 -70.000000 0 -70.000000 0 
18 -54.284077 0 -70.000000 0 -70.000000 0 -70.000000 0 
19 -29.975489 0 -70.000000 0 -70.000000 0 -70.000000 0 
20 14.667192 0 -70.000000 0 -70.000000 0 -70.000000 0 
21 142.457840 1 -70.000000 0 -70.000000 0 -70.000000 0 
22 -67.584206 0 -70.000000 0 -70.000000 0 -70.000000 0 
23 -69.912216 0 -70.000000 0 -70.000000 0 -70.000000 0 
24 -71.584465 0 -70.000000 0 -70.000000 0 -70.000000 0 
25 -72.623123 0 -70.000000 0 -70.000000 0 -70.000000 0 
26 -73.176643 0 -70.000000 0 -70.000000 0 -70.000000 0 
27 -73.412888 0 -70.000000 0 -70.000000 0 -70.000000 0 
28 -73.461685 0 -70.000000 0 -70.000000 0 -70.000000 0 
29 -74.396790 0 -70.000000 0 -70.000000 0 -70.000000 0 
30 -73.835922 0 -70.000000 0 -70.000000 0 -70.000000 0 
31 -73.456436 0 -70.000000 0 -70.000000 0 -70.000000 0 
32 -73.173683 0 -70.000000 0 -70.000000 0 -70.000000 8 
33 -72.946312 0 -70.000000 0 -70.000000 0 -70.000000 0 
34 -72.752808 0 -70.000000 0 -70.000000 0 -70.000000 0 
35 -72.581482 0 -70.000000 0 -70.000000 0 -70.000000 0 
36 -72.425758 0 -70.000000 0 -70.000000 0 -70.000000 0 
37 -72.281845 0 -70.000000 0 -70.000000 0 -70.000000 0 
38 -72.147446 0 -70.000000 0 -70.000000 0 -70.000000 0 
39 -72.021149 0 -70.000000 0 -70.000000 0 -70.000000 0 
40 -71.902031 0 -70.000000 0 -70.000000 0 -70.000000 0 
41 -71.789436 0 -70.000000 0 -70.000000 0 -70.000000 0 
42 -71.682907 0 -70.000000 0 -70.000000 0 -70.000000 0 
43 -71.582069 0 -70.000000 0 -70.000000 0 -70.000000 0 
44 -71.486618 0 -70.000000 0 -70.000000 0 -70.000000 0 
45 -71.396294 0 -70.000000 0 -70.000000 0 -70.000000 0 
46 -71.310844 0 -70.000000 0 -70.000000 0 -70.000000 0 
47 -71.230057 0 -70.000000 0 -70.000000 0 -70.000000 0 
48 -71.153709 0 -70.000000 0 -70.000000 0 -70.000000 0 
49 -71.081612 0 -70.000000 0 -70.000000 0 -70.000000 0 
50 -71.013565 0 -70.000000 0 -70.000000 0 -70.000000 0 
51 -70.949387 0 -70.000000 0 -70.000000 0 -70.000000 0 
52 -70.888893 0 -70.000000 0 -70.000000 0 -70.000000 0 
53 -70.831902 0 -70.000000 0 -70.000000 0 -70.000000 0 
54 -70.778252 0 -70.000000 0 -70.000000 0 -70.000000 0 
55 -70.727783 0 -70.000000 0 -70.000000 0 -70.000000 0 
56 -70.680321 0 -70.000000 0 -70.000000 0 -70.000000 0 
57 -70.635727 0 -70.000000 0 -70.000000 0 -70.000000 0 
58 -70.593842 0 -70.000000 0 -70.000000 0 -70.000000 0 
59 -70.554527 0 -70.000000 0 -70.000000 0 -70.000000 0 
60 -70.517647 0 -70.000000 0 -70.000000 0 -70.000000 0 
61 -70.483070 0 -70.000000 0 -70.000000 0 -70.000000 0 
62 -70.450661 0 -70.000000 0 -70.000000 0 -70.000000 0 
63 -70.420311 0 -70.000000 0 -70.000000 0 -70.000000 0 
64 -70.391891 0 -70.000000 0 -70.000000 0 -70.000000 0 
65 -70.365303 0 -70.000000 0 -70.000000 0 -70.000000 0 
66 -70.340431 0 -70.000000 0 -70.000000 0 -70.000000 0 
67 -70.317169 0 -70.000000 0 -70.000000 0 -70.000000 0 
68 -70.295433 0 -70.000000 0 -70.000000 0 -70.000000 0 
69 -70.275131 0 -70.000000 0 -70.000000 0 -70.000000 0 
70 -70.256165 0 -70.000000 0 -70.000000 0 -70.000000 0 
71 -70.238464 0 -70.000000 0 -70.000000 0 -70.000000 0 
72 -70.221947 0 -70.000000 0 -70.000000 0 -70.000000 0 
73 -70.206535 0 -70.000000 0 -70.000000 0 -70.000000 0 
74 -70.192154 0 -70.000000 0 -70.000000 0 -70.000000 0 
75 -70.178757 0 -70.000000 0 -70.000000 0 -70.000000 0 
76 -70.166267 0 -70.000000 0 -70.000000 0 -70.000000 0 
77 -70.154625 0 -70.000000 0 -70.000000 0 -70.000000 0 
78 -70.143776 0 -70.000000 0 -70.000000 0 -70.000000 0 
79 -70.133675 0 -70.000000 0 -70.000000 0 -70.000000 0 
80 -70.124275 0 -70.000000 0 -70.000000 0 -70.000000 0 
81 -70.115517 0 -70.000000 0 -70.000000 0 -70.000000 0 
82 -70.107368 0 -70.000000 0 -70.000000 0 -70.000000 0 
83 -70.099777 0 -70.000000 0 -70.000000 0 -70.000000 0 
84 -70.092720 0 -70.000000 0 -70.000000 0 -70.000000 0 
85 -70.086159 0 -70.000000 0 -70.000000 0 -70.000000 0 
86 -70.080048 0 -70.000000 0 -70.000000 0 -70.000000 0 
87 -70.074371 0 -70.000000 0 -70.000000 0 -70.000000 0 
88 -70.069084 0 -70.000000 0 -70.000000 0 -70.000000 0 
89 -70.064178 0 -70.000000 0 -70.000000 0 -70.000000 0 
90 -70.059608 0 -70.000000 0 -70.000000 0 -70.000000 0 
91 -70.055367 0 -70.000000 0 -70.000000 0 -70.000000 0 
92 -70.051422 0 -70.000000 0 -70.000000 0 -70.000000 0 
93 -70.047752 0 -70.000000 0 -70.000000 0 -70.000000 0 
94 -70.044350 0 -70.000000 0 -70.000000 0 -70.000000 0 
95 -70.041183 0 -70.000000 0 -70.000000 0 -70.000000 0 
96 -69.238243 0 -70.000000 0 -70.000000 0 -70.000000 0 
97 -67.263931 0 -70.000000 0 -70.000000 0 -70.000000 0 
98 -66.547173 0 -70.000000 0 -70.000000 0 -70.000000 0 
99 -59.159794 0 -70.000000 0 -70.000000 0 -70.000000 0 
100 -50.672871 0 -70.000000 0 -70.000000 0 -70.000000 0 
101 -45.103607 0 -70.000000 0 -70.000000 0 -70.000000 0 
102 -39.221245 0 -70.000000 0 -70.000000 0 -70.000000 0 
103 -29.808773 0 -70.000000 0 -70.000000 0 -70.000000 0 
104 -9.998854 0 -70.000000 0 -70.000000 0 -70.000000 0 
105 43.385162 1 -70.000000 0 -70.000000 0 -70.000000 0 
106 -67.887482 0 -70.000000 0 -70.000000 0 -70.000000 0 
107 -70.250084 0 -70.000000 0 -70.000000 0 -70.000000 0 
108 -71.911568 0 -70.000000 0 -70.000000 0 -70.000000 0 
109 -72.914642 0 -70.000000 0 -70.000000 0 -70.000000 0 
110 -73.427933 0 -70.000000 0 -70.000000 0 -70.000000 0 
111 -73.629669 0 -70.000000 0 -70.000000 0 -70.000000 0 
112 -73.652016 0 -70.000000 0 -70.000000 0 -70.000000 0 
113 -73.577515 0 -70.000000 0 -70.000000 0 -70.000000 0 
114 -73.453491 0 -70.000000 0 -70.000000 0 -70.000000 0 
115 -73.305962 0 -70.000000 0 -70.000000 0 -70.000000 0 
116 -73.149017 0 -70.000000 0 -70.000000 0 -70.000000 0 
117 -72.990211 0 -70.000000 0 -70.000000 0 -70.000000 0 
118 -72.833595 0 -70.000000 0 -70.000000 0 -70.000000 0 
119 -72.681290 0 -70.000000 0 -70.000000 0 -70.000000 0 
120 -72.534386 0 -70.000000 0 -70.000000 0 -70.000000 0 
121 -72.393410 0 -70.000000 0 -70.000000 0 -70.000000 0 
122 -72.258560 0 -70.000000 0 -70.000000 0 -70.000000 0 
123 -72.129860 0 -70.000000 0 -70.000000 0 -70.000000 0 
124 -72.007225 0 -70.000000 0 -70.000000 0 -70.000000 0 
125 -71.890526 0 -70.000000 0 -70.000000 0 -70.000000 0 
126 -71.779594 0 -70.000000 0 -70.000000 0 -70.000000 0 
127 -71.674248 0 -70.000000 0 -70.000000 0 -70.000000 0 
128 -71.574287 0 -70.000000 0 -70.000000 0 -70.000000 0 
129 -71.479523 0 -70.000000 0 -70.000000 0 -70.000000 0 
130 -71.389748 0 -70.000000 0 -70.000000 0 -70.000000 0 
131 -71.304771 0 -70.000000 0 -70.000000 0 -70.000000 0 
132 -71.224388 0 -70.000000 0 -70.000000 0 -70.000000 0 
133 -71.148407 0 -70.000000 0 -70.000000 0 -70.000000 0 
134 -71.076637 0 -70.000000 0 -70.000000 0 -70.000000 0 
135 -71.008888 0 -70.000000 0 -70.000000 0 -70.000000 0 
136 -70.944992 0 -70.000000 0 -70.000000 0 -70.000000 0 
137 -70.884758 0 -70.000000 0 -70.000000 0 -70.000000 0 
138 -70.828018 0 -70.000000 0 -70.000000 0 -70.000000 0 
139 -70.774605 0 -70.000000 0 -70.000000 0 -70.000000 0 
140 -70.724350 0 -70.000000 0 -70.000000 0 -70.000000 0 
141 -70.677101 0 -70.000000 0 -70.000000 0 -70.000000 0 
142 -70.632698 0 -70.000000 0 -70.000000 0 -70.000000 0 
143 -70.591003 0 -70.000000 0 -70.000000 0 -70.000000 0 
144 -70.551865 0 -70.000000 0 -70.000000 0 -70.000000 0 
145 -70.515152 0 -70.000000 0 -70.000000 0 -70.000000 0 
146 -70.480728 0 -70.000000 0 -70.000000 0 -70.000000 0 
147 -70.448471 0 -70.000000 0 -70.000000 0 -70.000000 0 
148 -70.418259 0 -70.000000 0 -70.000000 0 -70.000000 0 
149 -70.389969 0 -70.000000 0 -70.000000 0 -70.000000 0 
150 -70.363503 0 -70.000000 0 -70.000000 0 -70.000000 0 
151 -70.338745 0 -70.000000 0 -70.000000 0 -70.000000 0 
152 -70.315598 0 -70.000000 0 -70.000000 0 -70.000000 0 
153 -70.293968 0 -70.000000 0 -70.000000 0 -70.000000 0 
154 -70.273758 0 -70.000000 0 -70.000000 0 -70.000000 0 
155 -70.254883 0 -70.000000 0 -70.000000 0 -70.000000 0 
156 -70.237267 0 -70.000000 0 -70.000000 0 -70.000000 0 
157 -70.220825 0 -70.000000 0 -70.000000 0 -70.000000 0 
158 -70.205490 0 -70.000000 0 -70.000000 0 -70.000000 0 
159 -70.191185 0 -70.000000 0 -70.000000 0 -70.000000 0 
160 -70.177849 0 -70.000000 0 -70.000000 0 -70.000000 0 
161 -70.165421 0 -70.000000 0 -70.000000 0 -70.000000 0 
162 -70.153839 0 -70.000000 0 -70.000000 0 -70.000000 0 
163 -70.143044 0 -70.000000 0 -70.000000 0 -70.000000 0 
164 -70.132996 0 -70.000000 0 -70.000000 0 -70.000000 0 
165 -70.123634 0 -70.000000 0 -70.000000 0 -70.000000 0 
166 -70.114922 0 -70.000000 0 -70.000000 0 -70.000000 0 
167 -70.106819 0 -70.000000 0 -70.000000 0 -70.000000 0 
168 -70.099266 0 -70.000000 0 -70.000000 0 -70.000000 0 
169 -70.092247 0 -70.000000 0 -70.000000 0 -70.000000 0 
170 -70.085716 0 -70.000000 0 -70.000000 0 -70.000000 0 
171 -70.079636 0 -70.000000 0 -70.000000 0 -70.000000 0 
172 -70.073982 0 -70.000000 0 -70.000000 0 -70.000000 0 
173 -70.068733 0 -70.000000 0 -70.000000 0 -70.000000 0 
174 -69.863846 0 -70.000000 0 -70.000000 0 -70.000000 0 
175 -68.319016 0 -70.000000 0 -70.000000 0 -70.000000 0 
176 -61.381435 0 -70.000000 0 -70.000000 0 -70.000000 0 
177 -52.703720 0 -70.000000 0 -70.000000 0 -70.000000 0 
178 -48.913670 0 -70.000000 0 -70.000000 0 -70.000000 0 
179 -23.894457 0 -70.000000 0 -70.000000 0 -70.000000 0 
180 37.492691 1 -70.000000 0 -70.000000 0 -70.000000 0 
181 -57.283855 0 -70.000000 0 -70.000000 0 -70.000000 0 
182 -58.650360 0 -70.000000 0 -70.000000 0 -70.000000 0 
183 -59.277424 0 -70.000000 0 -70.000000 0 -70.000000 0 
184 -58.599514 0 -70.000000 0 -70.000000 0 -70.000000 0 
185 -59.188896 0 -70.000000 0 -70.000000 0 -70.000000 0 
186 -61.461357 0 -70.000000 0 -70.000000 0 -70.000000 0 
187 -63.917233 0 -70.000000 0 -70.000000 0 -70.000000 0 
188 -66.329582 0 -70.000000 0 -70.000000 0 -70.000000 0 
189 -68.452820 0 -70.000000 0 -70.000000 0 -70.000000 0 
190 -71.104431 0 -70.000000 0 -70.000000 0 -70.000000 8 
191 -71.939507 0 -70.000000 0 -70.000000 0 -70.000000 0 
192 -72.408157 0 -70.000000 0 -70.000000 0 -70.000000 0 
193 -72.629478 0 -70.000000 0 -70.000000 0 -70.000000 0 
194 -72.697083 0 -70.000000 0 -70.000000 0 -70.000000 0 
195 -72.674316 0 -70.000000 0 -70.000000 0 -70.000000 0 
196 -72.600746 0 -70.000000 0 -70.000000 0 -70.000000 0 
197 -72.500046 0 -70.000000 0 -70.000000 0 -70.000000 0 
198 -72.386093 0 -70.000000 0 -70.000000 0 -70.000000 0 
199 -72.266899 0 -70.000000 0 -70.000000 0 -70.000000 0 
200 -72.147102 0 -70.000000 0 -70.000000 0 -70.000000 0 
201 -72.029335 0 -70.000000 0 -70.000000 0 -70.000000 0 
202 -71.915070 0 -70.000000 0 -70.000000 0 -70.000000 0 
203 -71.805107 0 -70.000000 0 -70.000000 0 -70.000000 0 
204 -71.699844 0 -70.000000 0 -70.000000 0 -70.000000 0 
205 -71.599442 0 -70.000000 0 -70.000000 0 -70.000000 0 
206 -71.503922 0 -70.000000 0 -70.000000 0 -70.000000 0 
207 -71.413216 0 -70.000000 0 -70.000000 0 -70.000000 0 
208 -71.327202 0 -70.000000 0 -70.000000 0 -70.000000 0 
209 -71.245750 0 -70.000000 0 -70.000000 0 -70.000000 0 
210 -71.168694 0 -70.000000 0 -70.000000 0 -70.000000 0 
211 -71.095856 0 -70.000000 0 -70.000000 0 -70.000000 0 
212 -71.027077 0 -70.000000 0 -70.000000 0 -70.000000 0 
213 -70.962166 0 -70.000000 0 -70.000000 0 -70.000000 0 
214 -70.900963 0 -70.000000 0 -70.000000 0 -70.000000 0 
215 -70.843292 0 -70.000000 0 -70.000000 0 -70.000000 0 
216 -70.788986 0 -70.000000 0 -70.000000 0 -70.000000 0 
217 -70.737885 0 -70.000000 0 -70.000000 0 -70.000000 0 
218 -70.689827 0 -70.000000 0 -70.000000 0 -70.000000 0 
219 -70.644661 0 -70.000000 0 -70.000000 0 -70.000000 0 
220 -70.602234 0 -70.000000 0 -70.000000 0 -70.000000 0 
221 -70.562408 0 -70.000000 0 -70.000000 0 -70.000000 0 
222 -70.525040 0 -70.000000 0 -70.000000 0 -70.000000 0 
223 -70.489998 0 -70.000000 0 -70.000000 0 -70.000000 0 
224 -70.457153 0 -70.000000 0 -70.000000 0 -70.000000 0 
225 -70.426392 0 -70.000000 0 -70.000000 0 -70.000000 0 
226 -70.397583 0 -70.000000 0 -70.000000 0 -70.000000 0 
227 -70.370628 0 -70.000000 0 -70.000000 0 -70.000000 0 
228 -70.345406 0 -70.000000 0 -70.000000 0 -70.000000 0 
229 -70.321831 0 -70.000000 0 -70.000000 0 -70.000000 0 
230 -70.299789 0 -70.000000 0 -70.000000 0 -70.000000 0 
231 -70.279198 0 -70.000000 0 -70.000000 0 -70.000000 0 
232 -70.259964 0 -70.000000 0 -70.000000 0 -70.000000 0 
233 -70.242004 0 -70.000000 0 -70.000000 0 -70.000000 0 
234 -70.225250 0 -70.000000 0 -70.000000 0 -70.000000 0 
235 -70.209618 0 -70.000000 0 -70.000000 0 -70.000000 0 
236 -70.195030 0 -70.000000 0 -70.000000 0 -70.000000 0 
237 -70.181435 0 -70.000000 0 -70.000000 0 -70.000000 0 
238 -70.168762 0 -70.000000 0 -70.000000 0 -70.000000 0 
239 -70.156952 0 -70.000000 0 -70.000000 0 -70.000000 0 
240 -70.145950 0 -70.000000 0 -70.000000 2 -70.000000 0 
241 -70.135696 0 -70.000000 0 -70.000000 0 -70.000000 0 
242 -70.126152 0 -70.000000 0 -73.964996 0 -70.000000 0 
243 -70.117264 0 -70.000000 0 -76.386429 0 -70.000000 0 
244 -70.108994 0 -70.000000 0 -77.536903 0 -70.000000 4 
245 -70.101295 0 -70.000000 0 -77.976654 0 -70.000000 0 
246 -70.094131 0 -70.000000 0 -78.102135 0 -73.964996 0 
247 -70.087471 0 -65.019997 0 -78.103737 0 -76.386429 0 
248 -70.081268 0 -66.017990 0 -78.058784 0 -77.536903 0 
249 -70.075500 0 -66.900444 0 -77.996742 0 -77.976654 0 
250 -70.070145 0 -67.647079 0 -77.928635 0 -78.102135 0 
251 -70.065155 0 -68.254150 0 -77.858559 0 -78.103737 0 
252 -70.060524 0 -68.731102 0 -77.788048 0 -78.058784 0 
253 -70.056213 0 -69.095329 0 -77.717667 0 -77.996742 0 
254 -70.052208 0 -69.367233 0 -77.647652 0 -77.928635 0 
255 -69.848488 0 -69.566666 0 -77.578072 0 -77.858559 0 
256 -67.304619 0 -69.710976 0 -77.508965 0 -77.788048 0 
257 -64.349266 0 -69.814331 0 -77.440338 0 -77.717667 0 
258 -64.540115 0 -69.887764 0 -77.372185 0 -77.647652 0 
259 -60.173161 0 -69.939606 0 -77.304520 0 -77.578072 0 
260 -49.965900 0 -69.976006 0 -77.237335 0 -77.508965 0 
261 -40.850182 0 -70.001419 0 -77.170631 0 -77.440338 0 
262 -32.016350 0 -70.019066 0 -77.104393 0 -77.372185 0 
263 -14.686726 0 -70.031227 0 -77.038643 0 -77.304520 0 
264 29.387627 0 -70.039528 0 -76.973358 0 -77.237335 0 
265 196.356094 1 -70.045120 0 -76.908539 0 -77.170631 0 
266 -68.231529 0 -70.048813 0 -76.844200 0 -77.104393 0 
267 -70.844475 0 -70.051170 0 -76.780319 0 -77.038643 0 
268 -72.623421 0 -70.052597 0 -76.716904 0 -76.973358 0 
269 -73.638748 0 -70.053375 0 -76.653946 0 -76.908539 0 
270 -74.112198 0 -70.053703 0 -76.591454 0 -76.844200 0 
271 -74.260529 0 -70.053711 0 -76.529419 0 -76.780319 0 
272 -74.232948 0 -70.053497 0 -76.467834 0 -76.716904 0 
273 -74.116348 0 -70.053139 0 -76.406708 0 -76.653946 0 
274 -73.957451 0 -70.052673 0 -76.346031 0 -76.591454 0 
275 -73.780556 0 -70.052147 0 -76.285805 0 -76.529419 0 
276 -73.598137 0 -70.051567 0 -76.226028 0 -76.467834 0 
277 -73.416580 0 -70.050964 0 -76.166687 0 -76.406708 0 
278 -73.239136 0 -70.050339 0 -76.107803 0 -76.346031 0 
279 -73.067406 0 -70.049706 0 -76.049347 0 -76.285805 0 
280 -72.902168 0 -70.049072 0 -75.991341 0 -76.226028 0 
281 -72.743736 0 -70.048431 0 -75.933762 0 -76.166687 0 
282 -72.592178 0 -70.047798 0 -75.876625 0 -76.107803 0 
283 -72.447441 0 -70.047165 0 -75.819916 0 -76.049347 0 
284 -72.309387 0 -70.046539 0 -75.763641 0 -75.991341 0 
285 -72.177841 0 -70.045914 0 -75.707794 0 -75.933762 0 
286 -72.052628 0 -70.045303 0 -75.652374 0 -75.876625 0 
287 -71.933525 0 -70.044701 0 -75.597382 0 -75.819916 0 
288 -71.820343 0 -70.044098 0 -75.542809 0 -75.763641 0 
289 -71.712860 0 -70.043510 0 -75.488655 0 -75.707794 0 
290 -71.610878 0 -70.042923 0 -75.434921 0 -75.652374 0 
291 -71.514175 0 -70.042351 0 -75.381607 0 -75.597382 0 
292 -71.422546 0 -70.041779 0 -75.328705 0 -75.542809 0 
293 -71.335793 0 -70.041222 0 -75.276215 0 -75.488655 0 
294 -71.253716 0 -70.040665 0 -75.224136 0 -75.434921 0 
295 -71.176117 0 -70.040115 0 -75.172470 0 -75.381607 0 
296 -71.102806 0 -70.039581 0 -75.121208 0 -75.328705 0 
297 -71.033585 0 -70.039047 0 -75.070351 0 -75.276215 0 
298 -70.968277 0 -70.038521 0 -75.019890 0 -75.224136 0 
299 -70.906700 0 -70.038002 0 -74.969833 0 -75.172470 0 
300 -70.848686 0 -70.037491 0 -74.920181 0 -75.121208 0 
301 -70.794052 0 -70.036987 0 -74.870918 0 -75.070351 0 
302 -70.742645 0 -70.036491 0 -74.822052 0 -75.019890 0 
303 -70.694298 0 -70.036003 0 -74.773582 0 -74.969833 0 
304 -70.648857 0 -70.035515 0 -74.725494 0 -74.920181 0 
305 -70.606171 0 -70.035042 0 -74.677803 0 -74.870918 0 
306 -70.566101 0 -70.034569 0 -74.630493 0 -74.822052 0 
307 -70.528503 0 -70.034103 0 -74.583572 0 -74.773582 0 
308 -70.493248 0 -70.033646 0 -74.537033 0 -74.725494 0 
309 -70.460197 0 -70.033195 0 -74.490875 0 -74.677803 0 
310 -70.429237 0 -70.032745 0 -74.445091 0 -74.630493 0 
311 -70.400253 0 -70.032303 0 -74.399689 0 -74.583572 0 
312 -70.373123 0 -70.031868 0 -74.354660 0 -74.537033 0 
313 -70.347740 0 -70.031441 0 -74.310005 0 -74.490875 0 
314 -70.324013 0 -70.031021 0 -74.265717 0 -74.445091 0 
315 -70.301826 0 -70.030602 0 -74.221802 0 -74.399689 0 
316 -70.281097 0 -70.030190 0 -74.178253 0 -74.354660 0 
317 -70.261742 0 -70.029785 0 -74.135071 0 -74.310005 0 
318 -70.243668 0 -70.029381 0 -74.092247 0 -74.265717 0 
319 -70.226799 0 -70.028992 0 -74.049782 0 -74.221802 0 
320 -70.211060 0 -70.028595 0 -74.007683 0 -74.178253 0 
321 -70.196381 0 -70.028214 0 -73.965942 0 -74.135071 0 
322 -70.182693 0 -70.027832 0 -73.924545 0 -74.092247 0 
323 -70.169930 0 -70.027458 0 -73.883514 0 -74.049782 0 
324 -70.158043 0 -70.027092 0 -73.842827 0 -74.007683 0 
325 -70.146965 0 -70.026726 0 -73.802490 0 -73.965942 0 
326 -70.136642 0 -70.026367 0 -73.762497 0 -73.924545 0 
327 -70.127037 0 -70.026009 0 -73.722855 0 -73.883514 0 
328 -70.118088 0 -70.025658 0 -73.683556 0 -73.842827 0 
329 -70.109756 0 -70.025314 0 -73.644600 0 -73.802490 0 
330 -70.102005 0 -70.024979 0 -73.605980 0 -73.762497 0 
331 -70.094795 0 -70.024635 0 -73.567696 0 -73.722855 0 
332 -70.088081 0 -70.024307 0 -73.529747 0 -73.683556 0 
333 -70.081841 0 -70.023979 0 -73.492134 0 -73.644600 0 
334 -70.076035 0 -70.023659 0 -73.454849 0 -73.605980 0 
335 -70.070633 0 -70.023338 0 -73.417900 0 -73.567696 0 
336 -67.555618 0 -70.023026 0 -73.381279 0 -73.529747 0 
337 -65.014534 0 -70.022713 0 -73.344978 0 -73.492134 0 
338 -62.959648 0 -70.022408 0 -73.309006 0 -73.454849 0 
339 -57.140594 0 -70.022110 0 -73.273354 0 -73.417900 0 
340 -37.483990 0 -70.021812 0 -73.238022 0 -73.381279 0 
341 -14.705994 0 -70.021515 0 -73.203003 0 -73.344978 0 
342 31.275902 1 -70.021225 0 -73.168304 0 -73.309006 0 
343 -66.259995 0 -70.020943 0 -73.133919 0 -73.273354 0 
344 -64.289238 0 -70.020660 0 -73.099846 0 -73.238022 0 
345 -66.260551 0 -70.020378 0 -73.066086 0 -73.203003 0 
346 -68.509102 0 -70.020103 0 -73.032631 0 -73.168304 0 
347 -70.046677 0 -70.019836 0 -72.999489 0 -73.133919 0 
348 -71.107101 0 -70.019569 0 -72.966644 0 -73.099846 0 
349 -71.979980 0 -70.019302 0 -72.934105 0 -73.066086 0 
350 -72.470085 0 -70.019043 0 -72.901863 0 -73.032631 0 
351 -72.701515 0 -70.018791 0 -72.869926 0 -72.999489 0 
352 -72.772507 0 -70.018532 0 -72.838280 0 -72.966644 8 
353 -72.749550 0 -70.018288 0 -72.806931 0 -72.934105 0 
354 -72.674026 0 -70.018036 0 -72.775879 0 -72.901863 0 
355 -72.570572 0 -70.017799 0 -72.745117 0 -72.869926 0 
356 -72.453552 0 -70.017555 0 -72.714638 0 -72.838280 0 
357 -72.331230 0 -70.017319 0 -72.684448 0 -72.806931 0 
358 -72.208328 0 -70.017090 0 -72.654549 0 -72.775879 0 
359 -72.087547 0 -70.016853 0 -72.624931 0 -72.745117 0 
360 -71.970375 0 -70.016632 0 -72.595596 0 -72.714638 0 
361 -71.857605 0 -70.016403 0 -72.566536 0 -72.684448 0 
362 -71.749657 0 -70.016182 0 -72.537758 0 -72.654549 0 
363 -71.646675 0 -70.015968 0 -72.509254 0 -72.624931 0 
364 -71.548676 0 -70.015755 0 -72.481026 0 -72.595596 0 
365 -71.455589 0 -70.015541 0 -72.453072 0 -72.566536 0 
366 -71.367310 0 -70.015327 0 -72.425385 0 -72.537758 0 
367 -71.283684 0 -70.015121 0 -72.397964 0 -72.509254 0 
368 -71.204536 0 -70.014923 0 -72.370811 0 -72.481026 0 
369 -71.129715 0 -70.014717 0 -72.343925 0 -72.453072 0 
370 -71.059029 0 -70.014519 0 -72.317299 0 -72.425385 0 
371 -70.992310 0 -70.014328 0 -72.290939 0 -72.397964 0 
372 -70.929375 0 -70.014130 0 -72.264832 0 -72.370811 0 
373 -70.870056 0 -70.013939 0 -72.238983 0 -72.343925 0 
374 -70.814186 0 -70.013756 0 -72.213394 0 -72.317299 0 
375 -70.761589 0 -70.013565 0 -72.188057 0 -72.290939 0 
376 -70.712112 0 -70.013382 0 -72.162971 0 -72.264832 0 
377 -70.665604 0 -70.013206 0 -72.138138 0 -72.238983 0 
378 -70.621902 0 -70.013023 0 -72.113548 0 -72.213394 0 
379 -70.580864 0 -70.012848 0 -72.089203 0 -72.188057 0 
380 -70.542351 0 -70.012680 0 -72.065109 0 -72.162971 0 
381 -70.506233 0 -70.012505 0 -72.041252 0 -72.138138 0 
382 -70.472374 0 -70.012337 0 -72.017639 0 -72.113548 0 
383 -70.440643 0 -70.012177 0 -71.994263 0 -72.089203 0 
384 -70.410927 0 -70.012009 0 -71.971123 0 -72.065109 0 
385 -70.383110 0 -70.011848 0 -71.948227 0 -72.041252 0 
386 -70.357086 0 -70.011688 0 -71.925552 0 -72.017639 0 
387 -70.332741 0 -70.011528 0 -71.903114 0 -71.994263 0 
388 -70.309990 0 -70.011375 0 -71.880913 0 -71.971123 0 
389 -70.288727 0 -70.011223 0 -71.858932 0 -71.948227 0 
390 -70.268860 0 -70.011070 0 -71.837181 0 -71.925552 0 
