# Next line contains the total soma count (includes inactive):
24876
# Next line contains the total number of reported cells (selected_in_node + parents + children). 11 + 0 + 0 = 11.
11
# Next line contains the soma ids reported:
0 1 2 3 4 5 6 7 8 9 10 
# Next line contains the number of cycles:
1000
#Cycle [SomaId(0)_V SomaId(0)_F]...[SomaId(N)_V SomaId(N)_F] 
# Where F is bit flags: 0 = FIRED_STATE_NOTHING; 1 = FIRED_STATE_REGULAR; 2 = FIRED_STATE_FORCED; 4 = FIRED_STATE_BINARY; 8 = FIRED_STATE_SUPPRESSED.
#Cycle 0_V 0_F 1_V 1_F 2_V 2_F 3_V 3_F 4_V 4_F 5_V 5_F 6_V 6_F 7_V 7_F 8_V 8_F 9_V 9_F 10_V 10_F 
125 -70.550781 0 -71.863777 0 -70.701660 0 -72.054977 0 -70.759346 0 -71.650558 0 -70.801758 0 -72.059021 0 -70.764519 0 -71.665154 0 -70.668411 0 
126 -70.514984 0 -71.754143 0 -70.657639 0 -71.935768 0 -70.712654 0 -71.551826 0 -70.752831 0 -71.939606 0 -70.717354 0 -71.565674 0 -70.626419 0 
127 -70.481163 0 -71.650063 0 -70.615692 0 -71.822472 0 -70.667915 0 -71.458244 0 -70.705872 0 -71.826118 0 -70.672218 0 -71.471359 0 -70.586395 0 
128 -70.449287 0 -71.551338 0 -70.575912 0 -71.714882 0 -70.625313 0 -71.369606 0 -70.661095 0 -71.718346 0 -70.629272 0 -71.382019 0 -70.548431 0 
129 -70.419304 0 -71.457764 0 -70.538307 0 -71.612785 0 -70.584915 0 -71.285713 0 -70.618599 0 -71.616074 0 -70.588577 0 -71.297455 0 -70.512543 0 
130 -70.391151 0 -71.369141 0 -70.502853 0 -71.515984 0 -70.546738 0 -71.206367 0 -70.578407 0 -71.519096 0 -70.550140 0 -71.217468 0 -70.478714 0 
131 -70.364746 0 -71.285263 0 -70.469498 0 -71.424263 0 -70.510750 0 -71.131378 0 -70.540489 0 -71.427216 0 -70.513908 0 -71.141869 0 -70.446877 0 
132 -70.340004 0 -71.205940 0 -70.438148 0 -71.337418 0 -70.476883 0 -71.060562 0 -70.504784 0 -71.340210 0 -70.479828 0 -71.070465 0 -70.416969 0 
133 -70.316841 0 -71.130974 0 -70.408730 0 -71.255257 0 -70.445061 0 -70.993729 0 -70.471222 0 -71.257896 0 -70.447807 0 -71.003067 0 -70.388908 0 
134 -70.295174 0 -71.060173 0 -70.381157 0 -71.177567 0 -70.215202 0 -70.930695 0 -70.439713 0 -71.180069 0 -70.417763 0 -70.939507 0 -70.362610 0 
135 -70.074921 0 -70.793365 0 -69.955322 0 -70.704178 0 -68.649727 0 -70.471291 0 -70.210159 0 -70.706528 0 -68.539597 0 -70.479584 0 -70.337982 0 
136 -58.257397 0 -64.407494 0 -54.823627 0 -63.629345 0 -62.282276 0 -57.836075 0 -59.604946 0 -63.381607 0 -63.838596 0 -62.234020 0 -65.174934 0 
137 -26.033838 0 -34.857754 0 -24.851015 0 -27.977341 0 -34.942318 0 -28.293259 0 -33.355049 0 -38.140198 0 -41.393917 0 -41.786976 0 -49.391735 0 
138 13.249705 0 -5.344967 0 17.220150 0 8.987010 0 -4.008584 0 17.756079 0 -3.561557 0 -8.235972 0 -2.471738 0 -5.329115 0 -22.325495 0 
139 148.484009 1 77.846893 1 166.630341 1 141.857162 1 87.132751 1 185.878510 1 98.621956 1 93.357094 1 92.892029 1 105.139183 1 43.785759 1 
140 -42.790749 0 -17.699516 0 -53.748421 0 -30.873497 0 -52.683605 0 -31.539450 0 -56.122669 0 -32.000771 0 -55.783768 0 -29.131916 0 -55.022259 0 
141 -29.415871 0 50.038609 1 -47.065617 0 11.240392 0 -47.409302 0 15.495687 0 -49.000298 0 11.898559 0 -48.116188 0 19.518341 0 -45.885075 0 
142 -6.431474 0 -60.387115 0 -42.645271 0 119.606140 1 -42.746330 0 139.094009 1 -45.137077 0 125.369728 1 -42.627491 0 158.356522 1 -37.251190 0 
143 53.478489 1 -64.143089 0 -37.633839 0 -69.203758 0 -37.668415 0 -69.235550 0 -41.825939 0 -69.087898 0 -37.411549 0 -69.097740 0 -26.459835 0 
144 -69.064537 0 -67.846405 0 -28.189484 0 -72.498520 0 -28.118704 0 -72.551964 0 -36.040543 0 -72.303391 0 -27.564322 0 -72.319984 0 -3.132718 0 
145 -72.263985 0 -70.929703 0 -7.639385 0 -74.543236 0 -7.338461 0 -74.603783 0 -24.860395 0 -74.321396 0 -5.977797 0 -74.340309 0 64.564598 1 
146 -74.276451 0 -73.047760 0 49.444626 1 -75.528122 0 50.533623 1 -75.586258 0 0.567538 0 -75.314354 0 54.966633 1 -75.332626 0 -68.918144 0 
147 -75.270905 0 -74.236542 0 -69.197296 0 -75.858406 0 -69.079185 0 -75.911377 0 77.074356 1 -75.663315 0 -69.054581 0 -75.680008 0 -72.016525 0 
148 -75.623589 0 -74.765816 0 -72.487656 0 -75.856750 0 -72.288704 0 -75.905006 0 -69.175385 0 -75.678993 0 -72.247185 0 -75.694206 0 -73.993027 0 
149 -75.642792 0 -74.911873 0 -74.530914 0 -75.704575 0 -74.304649 0 -75.749199 0 -72.450783 0 -75.540291 0 -74.257271 0 -75.554344 0 -74.995796 0 
150 -75.506844 0 -74.860512 0 -75.516273 0 -75.489410 0 -75.298164 0 -75.531273 0 -74.489075 0 -75.335426 0 -75.252342 0 -75.348595 0 -75.371513 0 
151 -75.304100 0 -74.714798 0 -75.847610 0 -75.251091 0 -75.648521 0 -75.290749 0 -75.476036 0 -75.105324 0 -75.606613 0 -75.117783 0 -75.412956 0 
152 -75.075691 0 -74.527161 0 -75.846916 0 -75.007454 0 -75.665512 0 -75.045242 0 -75.810921 0 -74.868629 0 -75.627319 0 -74.880486 0 -75.294670 0 
153 -74.840424 0 -74.323349 0 -75.695480 0 -74.766487 0 -75.527832 0 -74.802612 0 -75.813492 0 -74.633820 0 -75.492554 0 -74.645149 0 -75.105553 0 
154 -74.606888 0 -74.115913 0 -75.480881 0 -74.531731 0 -75.323753 0 -74.566330 0 -75.664581 0 -74.404747 0 -75.290718 0 -74.415588 0 -74.888039 0 
155 -74.378975 0 -73.910934 0 -75.243019 0 -74.304756 0 -75.094284 0 -74.337906 0 -75.451912 0 -74.183113 0 -75.063034 0 -74.193489 0 -74.661957 0 
156 -74.158424 0 -73.711342 0 -74.999763 0 -74.086159 0 -74.858124 0 -74.117928 0 -75.215576 0 -73.969620 0 -74.828384 0 -73.979561 0 -74.436523 0 
157 -73.945976 0 -73.518524 0 -74.759125 0 -73.876129 0 -74.623787 0 -73.906570 0 -74.973618 0 -73.764496 0 -74.595383 0 -73.774017 0 -74.216049 0 
158 -73.741859 0 -73.333069 0 -74.524689 0 -73.674637 0 -74.395142 0 -73.703789 0 -74.734138 0 -73.567749 0 -74.367966 0 -73.576866 0 -74.002480 0 
159 -73.546074 0 -73.155190 0 -74.298004 0 -73.481552 0 -74.173912 0 -73.509460 0 -74.500763 0 -73.379250 0 -74.147888 0 -73.387978 0 -73.796661 0 
160 -73.358513 0 -72.984871 0 -74.079689 0 -73.296684 0 -73.960808 0 -73.323380 0 -74.275078 0 -73.198830 0 -73.935883 0 -73.207176 0 -73.598923 0 
161 -73.179008 0 -72.822029 0 -73.869934 0 -73.119827 0 -73.756065 0 -73.145355 0 -74.057724 0 -73.026291 0 -73.732193 0 -73.034271 0 -73.409286 0 
162 -73.007347 0 -72.666481 0 -73.668701 0 -72.950768 0 -73.559669 0 -72.975159 0 -73.848892 0 -72.861412 0 -73.536827 0 -72.869034 0 -73.227676 0 
163 -72.843315 0 -72.518051 0 -73.475868 0 -72.789268 0 -73.371521 0 -72.812561 0 -73.648552 0 -72.703979 0 -73.349663 0 -72.711243 0 -73.053925 0 
164 -72.686707 0 -72.376518 0 -73.291245 0 -72.635117 0 -73.191444 0 -72.657341 0 -73.456581 0 -72.553749 0 -73.170540 0 -72.560684 0 -72.887840 0 
165 -72.537277 0 -72.241676 0 -73.114632 0 -72.488075 0 -73.019234 0 -72.509270 0 -73.272797 0 -72.410507 0 -72.999260 0 -72.417114 0 -72.729225 0 
166 -72.394806 0 -72.113304 0 -72.945801 0 -72.347916 0 -72.854675 0 -72.368111 0 -73.096992 0 -72.274025 0 -72.835594 0 -72.280319 0 -72.577843 0 
167 -72.259071 0 -71.991188 0 -72.784531 0 -72.214424 0 -72.697540 0 -72.233650 0 -72.928947 0 -72.144073 0 -72.679329 0 -72.150070 0 -72.433479 0 
168 -72.129845 0 -71.875099 0 -72.630592 0 -72.087357 0 -72.547607 0 -72.105652 0 -72.768440 0 -72.020439 0 -72.530243 0 -72.026138 0 -72.295914 0 
169 -72.006905 0 -71.764832 0 -72.483765 0 -71.966507 0 -72.404655 0 -71.983902 0 -72.615242 0 -71.902901 0 -72.388107 0 -71.908310 0 -72.164909 0 
170 -71.890038 0 -71.660172 0 -72.343811 0 -71.851646 0 -72.268448 0 -71.868172 0 -72.469124 0 -71.791229 0 -72.252693 0 -71.796371 0 -72.040260 0 
171 -71.779015 0 -71.560898 0 -72.210510 0 -71.742561 0 -72.138771 0 -71.758255 0 -72.329865 0 -71.685211 0 -72.123772 0 -71.690094 0 -71.921738 0 
172 -71.673622 0 -71.466805 0 -72.083633 0 -71.639038 0 -72.015396 0 -71.653923 0 -72.197227 0 -71.584641 0 -72.001137 0 -71.589272 0 -71.809120 0 
173 -71.573647 0 -71.377686 0 -71.962967 0 -71.540855 0 -71.898102 0 -71.554977 0 -72.070999 0 -71.489304 0 -71.884552 0 -71.493690 0 -71.702194 0 
174 -71.478889 0 -71.293343 0 -71.848282 0 -71.447823 0 -71.786674 0 -71.461189 0 -71.950958 0 -71.398987 0 -71.573799 0 -71.403145 0 -71.200745 0 
175 -70.189125 0 -71.013573 0 -70.739372 0 -70.759712 0 -70.680893 0 -69.972374 0 -69.236877 0 -70.113503 0 -69.372070 0 -70.517433 0 -70.246979 0 
176 -57.852047 0 -60.257092 0 -52.615582 0 -55.921776 0 -56.217781 0 -59.185970 0 -59.454372 0 -51.896881 0 -63.160137 0 -59.145706 0 -62.029186 0 
177 -44.145885 0 -35.078644 0 -37.067863 0 -30.210957 0 -43.637455 0 -33.318508 0 -48.332371 0 -23.823092 0 -43.924263 0 -39.614510 0 -44.075661 0 
178 -26.277514 0 -10.526047 0 -21.642660 0 -0.307361 0 -22.367758 0 -9.426225 0 -26.189753 0 15.326207 0 -19.958244 0 -7.141255 0 -19.878008 0 
179 5.345188 0 59.835712 1 24.384239 0 102.283783 1 24.890213 0 73.377174 1 12.494616 0 161.465118 1 29.144756 0 81.055305 1 33.393909 1 
180 116.942482 1 -24.451990 0 192.373062 1 -32.152191 0 198.848526 1 -38.263580 0 146.205063 1 -37.440369 0 216.614655 1 -45.189533 0 -51.540588 0 
181 141.861038 1 31.777138 1 151.527649 1 16.560020 0 108.007751 1 -4.917902 0 54.628548 1 -4.010517 0 52.552967 1 -14.896549 0 -35.951977 0 
182 -57.832020 0 -59.661686 0 -57.032730 0 146.064072 1 -57.175632 0 65.182846 1 -53.178379 0 78.913971 1 -53.900181 0 44.187363 1 -9.817951 0 
183 -58.980137 0 -63.350170 0 -56.287502 0 -65.277458 0 -60.747005 0 -63.092213 0 -51.574989 0 -63.270809 0 -50.673714 0 -62.600231 0 54.812191 1 
184 -60.625160 0 -61.130775 0 -59.619648 0 -67.377754 0 -64.737350 0 -63.164303 0 -53.198967 0 -65.488190 0 -49.958782 0 -64.562752 0 -66.995094 0 
185 -36.494881 0 -36.899593 0 -27.657381 0 -41.164124 0 -32.768967 0 -61.132412 0 -33.537697 0 -65.427811 0 -44.864693 0 -62.355988 0 -70.576813 0 
186 5.157300 0 -3.485564 0 24.532154 0 -16.135696 0 12.913013 0 -45.025024 0 15.157378 0 -35.398464 0 -14.761542 0 -36.234924 0 -43.279934 0 
187 98.956245 1 76.492348 1 177.992020 1 44.789680 1 124.758186 1 -8.816134 0 141.776016 1 9.268792 0 54.717651 1 -4.194695 0 -13.740009 0 
188 -65.870735 0 -65.708679 0 -66.225868 0 -67.979294 0 -68.048729 0 47.080715 1 -68.114525 0 110.394753 1 -67.979454 0 69.105888 1 32.078495 1 
189 -70.470695 0 -70.176010 0 -69.103798 0 -72.309166 0 -68.439751 0 -67.792351 0 -70.543365 0 -66.022362 0 -68.319946 0 -63.765385 0 -65.758667 0 
190 -71.862793 0 -73.514877 0 -73.195015 0 -73.134933 0 -72.537598 0 -69.984909 0 -74.111961 0 -70.745468 0 -70.393799 0 -68.460480 0 -68.267525 0 
191 -74.593048 0 -73.435120 0 -75.683327 0 -75.430252 0 -75.149864 0 -71.446823 0 -76.088127 0 -72.184540 0 -71.726425 0 -70.328117 0 -70.155365 0 
192 -75.974472 0 -75.401711 0 -76.784775 0 -76.456490 0 -76.389015 0 -74.255501 0 -76.870346 0 -74.920135 0 -74.418594 0 -73.515747 0 -74.363663 0 
193 -76.467468 0 -76.071426 0 -77.080093 0 -76.741478 0 -76.778976 0 -75.729797 0 -77.017235 0 -76.261101 0 -75.800125 0 -75.335983 0 -75.775070 0 
194 -76.510063 0 -76.215851 0 -77.008430 0 -76.680679 0 -76.761154 0 -76.290443 0 -76.887306 0 -76.710243 0 -76.307877 0 -76.114220 0 -76.299973 0 
195 -76.355515 0 -76.115944 0 -77.780312 0 -76.477203 0 -76.572861 0 -76.372650 0 -76.649399 0 -76.721245 0 -76.365318 0 -76.306656 0 -76.365547 0 
196 -76.122238 0 -75.912697 0 -76.923943 0 -76.220245 0 -76.319748 0 -76.239891 0 -76.373985 0 -76.736206 0 -76.222145 0 -76.224274 0 -76.225868 0 
197 -75.861328 0 -75.669754 0 -76.403015 0 -76.936981 0 -76.045830 0 -76.019020 0 -76.089500 0 -76.571808 0 -75.997299 0 -76.025459 0 -76.002419 0 
198 -75.594337 0 -75.414909 0 -76.016838 0 -76.110657 0 -75.769188 0 -75.955872 0 -75.807388 0 -76.148102 0 -75.742943 0 -75.781715 0 -75.748550 0 
199 -75.330383 0 -75.160210 0 -75.692688 0 -75.602318 0 -75.497276 0 -75.592842 0 -75.532272 0 -75.805862 0 -75.481422 0 -75.524025 0 -75.487122 0 
200 -75.073303 0 -74.910912 0 -75.401360 0 -75.231422 0 -75.233139 0 -75.286133 0 -75.265968 0 -75.504463 0 -75.222305 0 -75.265724 0 -75.227921 0 
201 -74.824669 0 -74.669243 0 -75.130379 0 -74.927277 0 -74.977966 0 -75.010368 0 -75.009132 0 -75.226906 0 -74.969673 0 -75.012581 0 -74.975136 0 
202 -74.585075 0 -74.436134 0 -74.874123 0 -74.659378 0 -74.732170 0 -74.754242 0 -74.761917 0 -74.965683 0 -74.725243 0 -74.767029 0 -74.730522 0 
203 -74.354660 0 -74.211876 0 -74.629898 0 -75.403786 0 -75.485794 0 -74.512474 0 -74.524261 0 -74.717278 0 -74.489662 0 -74.530075 0 -74.494751 0 
204 -74.133362 0 -73.996490 0 -74.396332 0 -74.682434 0 -74.764107 0 -74.282440 0 -74.296013 0 -74.479950 0 -74.263123 0 -74.302048 0 -74.268013 0 
205 -73.921028 0 -73.789871 0 -74.172646 0 -74.221786 0 -74.303139 0 -74.062775 0 -74.076965 0 -74.252739 0 -74.045578 0 -74.082985 0 -74.050270 0 
206 -73.717461 0 -73.591850 0 -73.958336 0 -73.888832 0 -73.969131 0 -73.852661 0 -73.866882 0 -74.035072 0 -73.836884 0 -73.872780 0 -73.841385 0 
207 -73.522453 0 -73.402206 0 -73.753014 0 -73.624161 0 -73.702705 0 -73.651588 0 -73.665550 0 -73.826523 0 -73.636856 0 -73.671265 0 -73.641174 0 
208 -73.335762 0 -73.220726 0 -73.556389 0 -73.398994 0 -73.475266 0 -73.459175 0 -73.472725 0 -73.626778 0 -73.445282 0 -73.478233 0 -73.449409 0 
209 -73.157166 0 -73.047188 0 -73.368179 0 -73.198647 0 -73.272324 0 -73.275108 0 -73.288162 0 -73.435539 0 -73.261925 0 -73.293457 0 -73.265877 0 
210 -72.986427 0 -72.881348 0 -73.188133 0 -73.015320 0 -73.086212 0 -73.099098 0 -73.111649 0 -73.252563 0 -73.086563 0 -73.116714 0 -73.090340 0 
211 -72.823311 0 -72.722992 0 -73.016006 0 -72.844742 0 -72.912750 0 -72.930908 0 -72.942924 0 -73.077583 0 -72.918968 0 -72.947777 0 -72.922577 0 
212 -72.667595 0 -72.571877 0 -72.851555 0 -72.684456 0 -72.749565 0 -72.770279 0 -72.781776 0 -72.910378 0 -72.758904 0 -72.786407 0 -72.762352 0 
213 -72.519043 0 -72.427780 0 -72.694542 0 -72.533012 0 -72.595238 0 -72.616982 0 -72.627953 0 -72.750687 0 -72.606140 0 -72.632385 0 -72.609421 0 
214 -72.377426 0 -72.290482 0 -72.544739 0 -72.389473 0 -72.448868 0 -72.470772 0 -72.481239 0 -72.598297 0 -72.460442 0 -72.485466 0 -72.463577 0 
215 -72.242516 0 -71.959740 0 -72.401909 0 -71.853233 0 -72.309860 0 -72.131424 0 -72.341408 0 -70.262962 0 -72.321587 0 -72.145432 0 -72.324577 0 
216 -70.124092 0 -69.521812 0 -70.275833 0 -69.686684 0 -70.187752 0 -69.486565 0 -70.218216 0 -66.360420 0 -70.199348 0 -67.120010 0 -68.222191 0 
217 -62.728001 0 -63.066868 0 -56.924438 0 -55.665146 0 -56.633358 0 -53.366322 0 -60.835026 0 -43.837891 0 -60.625576 0 -44.453651 0 -59.400112 0 
218 -38.352718 0 -21.035192 0 -24.016554 0 -14.713523 0 -31.790575 0 -19.684853 0 -36.635059 0 -18.812099 0 -40.384792 0 -15.263391 0 -43.098213 0 
219 -18.444469 0 38.739483 1 5.814670 0 49.121956 1 -14.482068 0 28.937799 0 -14.446431 0 31.623280 1 -24.179779 0 39.282578 1 -22.992649 0 
220 20.930441 0 -61.983910 0 99.767014 1 -64.065880 0 34.099846 1 201.336319 1 32.249191 1 -62.600101 0 15.474876 0 -58.992912 0 16.517834 0 
221 176.047943 1 -48.293793 0 -24.427088 0 -32.309425 0 -26.245737 0 -12.444899 0 -32.172440 0 -19.660994 0 160.859726 1 -21.752182 0 147.159592 1 
222 -20.398407 0 26.582750 0 59.246113 1 34.797619 1 56.667244 1 74.106712 1 33.129959 1 53.869823 1 -14.903059 0 64.209221 1 -18.825720 0 
223 29.590988 0 188.452408 1 -63.255463 0 -68.838959 0 -69.070747 0 -57.469746 0 -69.011063 0 -37.167095 0 31.028410 1 -39.140461 0 33.753201 1 
224 195.698822 1 -41.228485 0 -67.458237 0 -32.082325 0 -72.274467 0 -13.592936 0 -72.173698 0 15.441286 0 -69.377747 0 7.581959 0 -69.369560 0 
225 -69.761017 0 -2.432997 0 -71.060005 0 12.555660 0 -74.288406 0 55.826385 1 -74.173271 0 144.851349 1 -72.790535 0 103.799637 1 -72.776825 0 
226 -73.429535 0 67.637939 1 -73.552269 0 121.445984 1 -75.282463 0 -70.287544 0 -75.170967 0 -70.183937 0 -74.872910 0 -70.121002 0 -74.857491 0 
227 -75.584702 0 -70.145050 0 -74.920013 0 -69.931915 0 -75.634163 0 -74.297798 0 -75.532135 0 -74.127815 0 -75.843689 0 -74.024361 0 -75.828987 0 
228 -76.516663 0 -74.063911 0 -75.493629 0 -73.712563 0 -75.652428 0 -76.530861 0 -75.559425 0 -76.347527 0 -76.145424 0 -76.235497 0 -76.132080 0 
229 -76.753998 0 -76.278366 0 -75.624405 0 -75.895775 0 -75.515747 0 -77.394302 0 -75.429863 0 -77.225693 0 -76.118179 0 -77.122330 0 -76.106026 0 
230 -76.672470 0 -77.161919 0 -75.540276 0 -76.807281 0 -75.312439 0 -77.541801 0 -75.232025 0 -77.390869 0 -75.946480 0 -77.298256 0 -75.935219 0 
231 -76.460678 0 -77.333733 0 -75.360252 0 -77.015511 0 -75.083572 0 -77.391052 0 -75.007538 0 -77.253227 0 -75.716507 0 -77.168694 0 -75.705933 0 
232 -76.200668 0 -77.201073 0 -75.140984 0 -76.910805 0 -74.847931 0 -77.130371 0 -74.775581 0 -77.001625 0 -75.466377 0 -76.922737 0 -75.456345 0 
233 -75.926552 0 -76.952950 0 -74.908577 0 -76.682388 0 -74.614052 0 -76.834190 0 -74.544968 0 -76.712143 0 -75.212730 0 -76.637421 0 -75.203156 0 
234 -75.652397 0 -76.666031 0 -74.674973 0 -76.410034 0 -74.385834 0 -76.530945 0 -74.319740 0 -76.414322 0 -74.962822 0 -76.342964 0 -74.953659 0 
235 -75.384033 0 -76.370285 0 -74.445641 0 -76.126022 0 -74.164993 0 -76.231499 0 -74.101715 0 -76.119629 0 -74.719818 0 -76.051208 0 -74.711037 0 
236 -75.123833 0 -76.077400 0 -74.223053 0 -75.843330 0 -73.952263 0 -75.940025 0 -73.891670 0 -75.832527 0 -74.485039 0 -75.766792 0 -74.476616 0 
237 -74.872719 0 -75.791954 0 -74.008286 0 -75.567207 0 -73.747879 0 -75.658058 0 -73.689857 0 -75.554695 0 -74.258980 0 -75.491508 0 -74.250900 0 
238 -74.630966 0 -75.515694 0 -73.801750 0 -75.299728 0 -73.551842 0 -75.386101 0 -73.496300 0 -75.286713 0 -74.041756 0 -75.225967 0 -74.034012 0 
239 -74.398582 0 -75.249214 0 -73.603531 0 -75.041664 0 -73.364029 0 -75.124222 0 -73.310898 0 -75.028679 0 -73.833305 0 -74.970291 0 -73.825890 0 
240 -74.175438 0 -74.992638 0 -73.413551 0 -74.793213 0 -73.184280 0 -74.872322 0 -73.133476 0 -74.780510 0 -73.633476 0 -74.724419 0 -73.626366 0 
241 -73.961334 0 -74.745880 0 -73.231674 0 -74.554337 0 -73.012383 0 -74.630203 0 -72.963844 0 -74.542023 0 -73.442062 0 -74.488159 0 -73.435265 0 
242 -73.756065 0 -74.508774 0 -73.057701 0 -74.324890 0 -72.848129 0 -74.397659 0 -72.801773 0 -74.313011 0 -73.258865 0 -74.261314 0 -73.252357 0 
243 -73.559410 0 -74.281097 0 -72.891426 0 -74.104668 0 -72.691299 0 -74.174446 0 -72.647057 0 -74.093239 0 -73.083649 0 -74.043655 0 -73.077423 0 
244 -73.371124 0 -74.062630 0 -72.732628 0 -73.893448 0 -72.541656 0 -73.960335 0 -72.499474 0 -73.882477 0 -72.916183 0 -73.834946 0 -72.910240 0 
245 -73.190979 0 -73.853127 0 -72.581085 0 -73.690994 0 -72.398979 0 -73.755081 0 -72.358780 0 -73.680481 0 -72.756248 0 -73.634941 0 -72.750572 0 
246 -73.018738 0 -73.652367 0 -72.436562 0 -73.497086 0 -72.263046 0 -73.558449 0 -72.224762 0 -73.487015 0 -72.603600 0 -73.443420 0 -72.598190 0 
247 -72.854172 0 -73.460098 0 -72.298843 0 -73.311478 0 -72.133629 0 -73.370193 0 -72.097198 0 -73.301834 0 -72.458023 0 -73.260132 0 -72.452866 0 
248 -72.697052 0 -73.276085 0 -72.167702 0 -73.133942 0 -72.010506 0 -73.190086 0 -71.975868 0 -73.124718 0 -72.319290 0 -73.084839 0 -72.314377 0 
249 -72.547134 0 -73.100090 0 -72.042915 0 -72.964226 0 -71.893456 0 -73.017883 0 -71.860542 0 -72.955414 0 -72.187164 0 -72.917313 0 -72.182480 0 
250 -72.404198 0 -72.931885 0 -71.924255 0 -72.802116 0 -71.782265 0 -72.853355 0 -71.751007 0 -72.793694 0 -72.061424 0 -72.757317 0 -72.056969 0 
251 -72.268013 0 -72.771233 0 -71.811516 0 -72.647362 0 -71.676704 0 -72.696266 0 -71.647049 0 -72.639336 0 -71.941849 0 -72.604622 0 -71.937622 0 
252 -72.138351 0 -72.617897 0 -71.704468 0 -72.499748 0 -71.576576 0 -72.546387 0 -71.548454 0 -72.492088 0 -71.828224 0 -72.459000 0 -71.824203 0 
253 -72.014992 0 -72.471657 0 -71.602898 0 -72.359039 0 -71.481659 0 -72.403488 0 -71.455017 0 -72.351738 0 -71.720329 0 -72.320213 0 -71.716515 0 
254 -71.897720 0 -72.332268 0 -71.506607 0 -72.225006 0 -71.391747 0 -72.267334 0 -71.366524 0 -72.218056 0 -71.617943 0 -72.188042 0 -71.614326 0 
255 -71.786308 0 -72.199524 0 -71.415375 0 -71.897430 0 -71.306648 0 -72.137711 0 -71.282784 0 -72.090820 0 -71.520866 0 -72.062256 0 -67.537437 0 
256 -61.710545 0 -69.473183 0 -65.349007 0 -64.872063 0 -67.246155 0 -63.054382 0 -65.233589 0 -62.399796 0 -67.448883 0 -68.352646 0 -68.564400 0 
257 -59.813400 0 -34.063438 0 -61.203987 0 -40.371113 0 -59.822464 0 -38.871460 0 -56.104351 0 -37.448112 0 -58.136456 0 -49.667179 0 -59.925179 0 
258 -48.732792 0 10.643317 0 -50.013351 0 -1.436754 0 -44.443588 0 -4.364848 0 -37.554550 0 1.044991 0 -40.756687 0 -8.024165 0 -43.606018 0 
259 -21.532818 0 164.634567 1 -25.954060 0 101.877831 1 -22.882332 0 98.302612 1 -9.020636 0 113.080894 1 -22.692810 0 82.502174 1 -23.230747 0 
260 19.691589 0 -37.530224 0 7.548288 0 -26.473896 0 11.909378 0 -27.884562 0 50.135216 1 -31.488714 0 10.332495 0 -37.720825 0 8.755353 0 
261 154.305939 1 21.213354 0 104.776779 1 52.609009 1 121.502647 1 57.345177 1 -44.038891 0 36.857506 1 115.647560 1 24.002544 0 109.979149 1 
262 -67.768257 0 206.343369 1 -67.906418 0 -18.681847 0 -67.722549 0 -14.714418 0 -39.481586 0 -13.708196 0 -67.565475 0 236.318756 1 -67.214600 0 
263 -69.411011 0 -43.546394 0 -53.527420 0 49.518513 1 -45.046974 0 64.732117 1 -0.006697 0 65.688324 1 -46.741997 0 -33.438473 0 -54.159924 0 
264 -32.488632 0 14.972816 0 -20.246309 0 -24.246582 0 -1.557374 0 -22.268740 0 112.205765 1 -34.227180 0 -8.615847 0 36.927425 1 -17.081844 0 
265 0.910596 0 160.499252 1 23.772486 0 23.934147 0 74.689751 1 9.095540 0 -65.758720 0 -17.264956 0 46.365021 1 -64.177330 0 27.818481 0 
266 82.183167 1 -68.502213 0 173.506042 1 172.348892 1 -67.164268 0 110.581596 1 -65.640121 0 18.679037 0 -67.172882 0 -69.211021 0 187.762146 1 
267 -67.274025 0 -71.208778 0 -69.369125 0 -71.153282 0 -70.885216 0 -71.107475 0 -67.409470 0 145.428650 1 -68.900406 0 -69.231094 0 -67.464996 0 
268 -71.078529 0 -74.911407 0 -72.776100 0 -75.701309 0 -73.497658 0 -75.627808 0 -70.773682 0 -69.173203 0 -72.107521 0 -71.059921 0 -69.413727 0 
269 -73.723892 0 -76.839264 0 -74.856674 0 -78.009636 0 -74.948257 0 -77.933731 0 -73.127769 0 -74.347107 0 -74.148270 0 -74.152802 0 -72.746315 0 
270 -75.166565 0 -77.516945 0 -75.828209 0 -78.730530 0 -75.563927 0 -78.662918 0 -74.458168 0 -77.361725 0 -75.172836 0 -75.818405 0 -74.779915 0 
271 -75.759438 0 -77.579300 0 -76.131371 0 -78.733406 0 -75.711220 0 -78.673233 0 -75.048737 0 -78.509438 0 -75.547630 0 -76.468590 0 -75.733177 0 
272 -75.885223 0 -77.394165 0 -76.105377 0 -78.483437 0 -75.631516 0 -78.428055 0 -75.211281 0 -78.689705 0 -75.580673 0 -76.581207 0 -76.033920 0 
273 -75.789330 0 -77.120232 0 -75.934624 0 -78.156090 0 -75.450943 0 -78.103851 0 -75.157120 0 -78.502274 0 -75.453064 0 -76.453804 0 -76.011093 0 
274 -75.597054 0 -76.819145 0 -75.705368 0 -77.810616 0 -75.229248 0 -77.760727 0 -75.001762 0 -78.195580 0 -75.255524 0 -76.229263 0 -75.844666 0 
275 -75.366554 0 -76.514267 0 -75.455811 0 -77.466736 0 -74.993774 0 -77.418816 0 -74.802605 0 -77.856323 0 -75.030632 0 -75.969543 0 -75.619598 0 
